CloneOf;Name;Description;Year;Manufacturer
;v4monte;Monte Carlo Or Bust (BWB) (Release D, S/Site Standard, 20p Switchable, £8 All Cash) (MPU4 Video);199?;BWB
v4monte;v4monte5;Monte Carlo Or Bust (BWB) (Release 5, S/Site Standard, 20p Fixed, £8 All Cash) (MPU4 Video);199?;BWB
v4monte;v4monte5a;Monte Carlo Or Bust (BWB) (Release 5, Arcade Special, 20p Fixed, Cash and Tokens) (MPU4 Video);199?;BWB
v4monte;v4monte5b;Monte Carlo Or Bust (BWB) (Release 5, Arcade Special, 20p Switchable, Cash and Tokens) (MPU4 Video);199?;BWB
v4monte;v4monte9;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Fixed, £8 All Cash) (MPU4 Video);199?;BWB
v4monte;v4monte9a;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Switchable, £8 All Cash) (MPU4 Video);199?;BWB
v4monte;v4monte9b;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Switchable, Cash and Tokens) (set 2) (MPU4 Video);199?;BWB
v4monte;v4monte9c;Monte Carlo Or Bust (BWB) (Release 9, Arcade Special, Options 4 Cabinet, 20p Switchable, Cash and Tokens) (set 1) (MPU4 Video);199?;BWB
v4monte;v4monte9d;Monte Carlo Or Bust (BWB) (Release 9, Arcade Special, Options 4 Cabinet, 20p Switchable, Cash and Tokens) (set 2) (MPU4 Video);199?;BWB
v4monte;v4monte9e;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Switchable, Cash and Tokens) (set 1) (MPU4 Video);199?;BWB
v4monte;v4monte9f;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Switchable, £10 All Cash) (set 1) (MPU4 Video);199?;BWB
v4monte;v4monte9g;Monte Carlo Or Bust (BWB) (Release 9, Arcade Special, Options 4 Cabinet, 20p Fixed, Cash and Tokens) (set 2) (MPU4 Video);199?;BWB
v4monte;v4monte9h;Monte Carlo Or Bust (BWB) (Release 9, Arcade Special, Options 4 Cabinet, 20p Fixed, Cash and Tokens) (set 1) (MPU4 Video);199?;BWB
v4monte;v4monte9i;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Fixed, Cash and Tokens) (set 2) (MPU4 Video);199?;BWB
v4monte;v4monte9j;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Fixed, £10 All Cash) (set 1) (MPU4 Video);199?;BWB
v4monte;v4monte9k;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Fixed, £10 All Cash) (set 2) (MPU4 Video);199?;BWB
v4monte;v4monte9l;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 25p Fixed, £10 All Cash) (set 1) (MPU4 Video);199?;BWB
v4monte;v4monte9m;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 25p Fixed, £10 All Cash) (set 2) (MPU4 Video);199?;BWB
v4monte;v4monte9n;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Switchable, £10 All Cash) (set 2) (MPU4 Video);199?;BWB
v4monte;v4monte9o;Monte Carlo Or Bust (BWB) (Release 9, S/Site Standard, Options 4 Cabinet, 20p Fixed, Cash and Tokens) (set 1) (MPU4 Video);199?;BWB
v4monte;v4montea;Monte Carlo Or Bust (BWB) (Release D, S/Site Standard, 20p Switchable, £10 All Cash) (MPU4 Video);199?;BWB
v4monte;v4monteaa;Monte Carlo Or Bust (BWB) (Release ?, set 17) (MPU4 Video);199?;BWB
v4monte;v4monteab;Monte Carlo Or Bust (BWB) (Release ?, set 18) (MPU4 Video);199?;BWB
v4monte;v4monteac;Monte Carlo Or Bust (BWB) (Release ?, set 19) (MPU4 Video);199?;BWB
v4monte;v4montead;Monte Carlo Or Bust (BWB) (Release ?, set 20) (MPU4 Video);199?;BWB
v4monte;v4monteae;Monte Carlo Or Bust (BWB) (Release ?, set 21) (MPU4 Video);199?;BWB
v4monte;v4monteaf;Monte Carlo Or Bust (BWB) (Release ?, set 22) (MPU4 Video);199?;BWB
v4monte;v4monteag;Monte Carlo Or Bust (BWB) (Release ?, set 23) (MPU4 Video);199?;BWB
v4monte;v4monteah;Monte Carlo Or Bust (BWB) (Release ?, set 24) (MPU4 Video);199?;BWB
v4monte;v4monteai;Monte Carlo Or Bust (BWB) (Release ?, set 25) (MPU4 Video);199?;BWB
v4monte;v4monteaj;Monte Carlo Or Bust (BWB) (Release ?, set 26) (MPU4 Video);199?;BWB
v4monte;v4monteak;Monte Carlo Or Bust (BWB) (Release ?, set 27) (MPU4 Video);199?;BWB
v4monte;v4monteal;Monte Carlo Or Bust (BWB) (Release ?, set 28) (MPU4 Video);199?;BWB
v4monte;v4monteam;Monte Carlo Or Bust (BWB) (Release ?, set 29) (MPU4 Video);199?;BWB
v4monte;v4montean;Monte Carlo Or Bust (BWB) (Release ?, set 30) (MPU4 Video);199?;BWB
v4monte;v4monteao;Monte Carlo Or Bust (BWB) (Release ?, set 31) (MPU4 Video);199?;BWB
v4monte;v4monteb;Monte Carlo Or Bust (BWB) (Release B, S/Site Standard, 20p Fixed, £8 All Cash) (MPU4 Video);199?;BWB
v4monte;v4monteba;Monte Carlo Or Bust (BWB) (Release B, Arcade Special, 20p Fixed, Cash and Tokens) (MPU4 Video);199?;BWB
v4monte;v4montebb;Monte Carlo Or Bust (BWB) (Release B, Arcade Special, 20p Switchable, Cash and Tokens) (MPU4 Video);199?;BWB
v4monte;v4montec;Monte Carlo Or Bust (BWB) (Release D, Arcade Special, 20p Fixed, Cash and Tokens) (MPU4 Video);199?;BWB
v4monte;v4monted;Monte Carlo Or Bust (BWB) (Release D, S/Site Standard, 20p Fixed, £10 All Cash) (MPU4 Video);199?;BWB
v4monte;v4montee;Monte Carlo Or Bust (BWB) (Release D, S/Site Standard, 20p Switchable, Cash and Tokens) (MPU4 Video);199?;BWB
v4monte;v4monteg;Monte Carlo Or Bust (BWB) (Release D, S/Site Standard, 25p Fixed, £10 All Cash) (MPU4 Video);199?;BWB
v4monte;v4monteger;Monte Carlo Or Bust (BWB) (German) (MPU4 Video);199?;BWB
v4monte;v4montek;Monte Carlo Or Bust (BWB) (Release ?, set 1) (MPU4 Video);199?;BWB
v4monte;v4montel;Monte Carlo Or Bust (BWB) (Release ?, set 2) (MPU4 Video);199?;BWB
v4monte;v4montem;Monte Carlo Or Bust (BWB) (Release ?, set 3) (MPU4 Video);199?;BWB
v4monte;v4monten;Monte Carlo Or Bust (BWB) (Release ?, set 4) (MPU4 Video);199?;BWB
v4monte;v4monteo;Monte Carlo Or Bust (BWB) (Release ?, set 5) (MPU4 Video);199?;BWB
v4monte;v4montep;Monte Carlo Or Bust (BWB) (Release ?, set 6) (MPU4 Video);199?;BWB
v4monte;v4monteq;Monte Carlo Or Bust (BWB) (Release ?, set 7) (MPU4 Video);199?;BWB
v4monte;v4monter;Monte Carlo Or Bust (BWB) (Release ?, set 8) (MPU4 Video);199?;BWB
v4monte;v4montes;Monte Carlo Or Bust (BWB) (Release ?, set 9) (MPU4 Video);199?;BWB
v4monte;v4montet;Monte Carlo Or Bust (BWB) (Release ?, set 10) (MPU4 Video);199?;BWB
v4monte;v4monteu;Monte Carlo Or Bust (BWB) (Release ?, set 11) (MPU4 Video);199?;BWB
v4monte;v4montev;Monte Carlo Or Bust (BWB) (Release ?, set 12) (MPU4 Video);199?;BWB
v4monte;v4montew;Monte Carlo Or Bust (BWB) (Release ?, set 13) (MPU4 Video);199?;BWB
v4monte;v4montex;Monte Carlo Or Bust (BWB) (Release ?, set 14) (MPU4 Video);199?;BWB
v4monte;v4montey;Monte Carlo Or Bust (BWB) (Release ?, set 15) (MPU4 Video);199?;BWB
v4monte;v4montez;Monte Carlo Or Bust (BWB) (Release ?, set 16) (MPU4 Video);199?;BWB
v4monte;v4montezz;Monte Carlo Or Bust (BWB) (Release ?, set 32) (MPU4 Video);199?;BWB
;v4opt3;Option 3 (v1.0) (MPU4 Video);1991;Barcrest
v4opt3;v4opt3d;Option 3 (v1.0) (Datapak) (MPU4 Video);1991;Barcrest
;v4ovrmn3;Over Moon Pt3 (BWB) (20p Fixed, Cash+Token) (MPU4 Video);199?;BWB
v4ovrmn3;v4ovrmn3a;Over Moon Pt3 (BWB) (20p Fixed, Cash+Token, Datapak, % Key) (MPU4 Video);199?;BWB
v4ovrmn3;v4ovrmn3b;Over Moon Pt3 (BWB) (20p Fixed, Cash+Token, Datapak) (MPU4 Video);199?;BWB
v4ovrmn3;v4ovrmn3c;Over Moon Pt3 (BWB) (20p Fixed, Cash+Token, % Key) (MPU4 Video);199?;BWB
v4ovrmn3;v4ovrmn3d;Over Moon Pt3 (BWB) (20p Fixed, All - Cash) (MPU4 Video);199?;BWB
ibm5170;v4p895p3;V4P895P3/SMT V5.0;199?;QDI
;v4picdil;Piccadilly Night (Nova, German) (set 1) (MPU4 Video);199?;BWB (Nova license)
v4picdil;v4picdila;Piccadilly Night (Nova, German) (set 2) (MPU4 Video);199?;BWB (Nova license)
v4picdil;v4picdilz;Piccadilly Night (Nova, German) (set 3) (MPU4 Video);199?;BWB (Nova license)
;v4psi;"Prize Space Invaders (BWB IN2, £20, 50p/30p Play, 20"" Version 1.1) (MPU4 Video)";1991;BWB
v4psi;v4psi14;"Prize Space Invaders (BWB IN2, £20, 50p/30p Play, 14"" Version 1.1, set 1) (MPU4 Video)";1991;BWB
v4psi;v4psi14a;"Prize Space Invaders (BWB IN2, £20, 50p/30p Play, 14"" Version 1.1, set 2) (MPU4 Video)";1991;BWB
v4psi;v4psibc;Prize Space Invaders (BWB INV1, 50p/30p Play, Version 1.2) (MPU4 Video);1991;BWB / Barcrest
v4psi;v4psibcd;Prize Space Invaders (BWB INV1, 50p/30p Play, Version 1.2) (Datapak) (MPU4 Video);1991;BWB / Barcrest
v4psi;v4psid;"Prize Space Invaders (BWB IN2, £20, 50p/30p Play, 20"" Version 1.1) (Datapak) (MPU4 Video)";1991;BWB
;v4pztet;Prize Tetris (BWB) (MPU4 Video);1994;BWB
v4pztet;v4pzteta;Prize Tetris (BWB) (Datapak) (MPU4 Video);1994;BWB
v4pztet;v4pztetb;Prize Tetris (BWB) (Showcase) (MPU4 Video);1994;BWB
v4pztet;v4pztetc;Prize Tetris (BWB) (Showcase) (Datapak) (MPU4 Video);1994;BWB
;v4quidgr;Ten Quid Grid (v1.2) (MPU4 Video);199?;Barcrest
v4quidgr;v4quidgr2;Ten Quid Grid (v2.4) (MPU4 Video);199?;Barcrest
v4quidgr;v4quidgr2d;Ten Quid Grid (v2.4, Datapak) (MPU4 Video);199?;Barcrest
v4quidgr;v4quidgrd;Ten Quid Grid (v1.2, Datapak) (MPU4 Video);199?;Barcrest
;v4redhtp;Red Hot Poker (Release 3, 20p Fixed, Cash+Token) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtp2;Red Hot Poker (Release 2, 1993 copyright, 5p Fixed, Cash+Token) (set 1) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2a;Red Hot Poker (Release 2, 1993 copryight, 5p Fixed, Cash+Token) (set 2) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2b;Red Hot Poker (Release 2, 1993 copryight, 5p Fixed, Cash+Token, Datapak, % Key) (set 1) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2c;Red Hot Poker (Release 2, 1993 copryight, 5p Fixed, Cash+Token, Datapak) (set 1) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2d;Red Hot Poker (Release 2, 1993 copryight, 5p Fixed, Cash+Token, % Key) (set 1) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2e;Red Hot Poker (Release 2, 1993 copryight, 5p Fixed, Cash+Token, Datapak, % Key) (set 2) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2f;Red Hot Poker (Release 2, 1993 copryight, 5p Fixed, Cash+Token, Datapak) (set 2) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2g;Red Hot Poker (Release 2, 1993 copryight, 5p Fixed, Cash+Token, % Key) (set 2) (MPU4 Video);1993;BWB
v4redhtp;v4redhtp2z;Red Hot Poker (Release 2, 1992 copyright, 20p Fixed, Cash+Token) (MPU4 Video);1992;BWB
v4redhtp;v4redhtpa;Red Hot Poker (Release 3, 20p Switchable to 10p, All - Cash) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpaa;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token, % Key) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpab;Red Hot Poker (Release 3, 10p Fxed, All-Cash) (MPU4 Video);199?;BWB
v4redhtp;v4redhtparc;Red Hot Poker (Arcade, Cash+Tokens, 1993 Awards, 20p Fixed, Version 1.9) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpb;Red Hot Poker (Release 3, 10p Fixed, Cash+Token) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpc;Red Hot Poker (Release 3, 10p Fixed, Cash+Token, Datapak) (set 1, % Key) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpd;Red Hot Poker (Release 3, 10p Fixed, Cash+Token, Datapak) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpe;Red Hot Poker (Release 3, 10p Fixed, Cash+Token, % Key) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpf;Red Hot Poker (Release 3, 10p Fixed, Cash+Token, Datapak) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpg;Red Hot Poker (Release 3, 10p Fixed, Cash+Token) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtph;Red Hot Poker (Release 3, 10p Fixed, Cash+Token, Datapak) (set 2, % Key) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpi;Red Hot Poker (Release 3, 10p Fixed, Cash+Token, Datapak) (set 3) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpj;Red Hot Poker (Release 3, 10p Fixed, Cash+Token, % Key) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpk;Red Hot Poker (Release 3, 20p Fixed, Cash+Token) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpl;Red Hot Poker (Release 3, 20p Fixed, Cash+Token, Datapak, % Key) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpm;Red Hot Poker (Release 3, 20p Fixed, Cash+Token, Datapak) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpn;Red Hot Poker (Release 3, 20p Fixed, Cash+Token, % Key) (set 1)  (MPU4 Video);199?;BWB
v4redhtp;v4redhtpo;Red Hot Poker (Release 3, 20p Fixed, Cash+Token, Datapak) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpp;Red Hot Poker (Release 3, 20p Fixed, Cash+Token, Datapak, % Key) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpq;Red Hot Poker (Release 3, 20p Fixed, Cash+Token, Datapak) (set 3) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpr;Red Hot Poker (Release 3, 20p Fixed, Cash+Token, % Key) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtps;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpt;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token, Datapak, % Key) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpu;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token, Datapak) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpunk;Red Hot Poker (unknown release) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpv;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token, % Key) (set 1) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpw;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token, Datapak) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpx;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpy;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token, Datapak, % Key) (set 2) (MPU4 Video);199?;BWB
v4redhtp;v4redhtpz;Red Hot Poker (Release 3, 20p Switchable to 10p, Cash+Token, Datapak) (set 3) (MPU4 Video);199?;BWB
;v4rencas;Reno Casino (BWB) (set 1) (MPU4 Video);199?;BWB
v4rencas;v4rencasa;Reno Casino (BWB) (set 2) (MPU4 Video);199?;BWB
v4rencas;v4rencasb;Reno Casino (BWB) (set 3) (MPU4 Video);199?;BWB
v4rencas;v4rencasc;Reno Casino (BWB) (set 4) (MPU4 Video);199?;BWB
v4rencas;v4rencasd;Reno Casino (BWB) (set 5) (MPU4 Video);199?;BWB
v4rencas;v4rencase;Reno Casino (BWB) (set 6) (MPU4 Video);199?;BWB
v4rencas;v4rencasf;Reno Casino (BWB) (set 7) (MPU4 Video);199?;BWB
v4rencas;v4rencasg;Reno Casino (BWB) (set 8) (MPU4 Video);199?;BWB
v4rencas;v4rencash;Reno Casino (BWB) (set 9) (MPU4 Video);199?;BWB
v4rencas;v4rencasi;Reno Casino (BWB) (set 10) (MPU4 Video);199?;BWB
;v4reno;Reno Reels (Release A, 20p Fixed, All - Cash) (set 1) (MPU4 Video);1996;BWB
v4reno;v4reno5;Reno Reels (Release 5) (MPU4 Video);1996;BWB
v4reno;v4reno7;Reno Reels (Release 7) (MPU4 Video);1996;BWB
v4reno;v4reno8;Reno Reels (Release 8, 20p Fixed, Cash+Token) (MPU4 Video);1996;BWB
v4reno;v4renoa;Reno Reels (Release A, 20p Fixed, All - Cash) (set 2) (MPU4 Video);1996;BWB
v4reno;v4renob;Reno Reels (Release A, 20p Switchable 20p/10p/5p, All - Cash) (MPU4 Video);1996;BWB
v4reno;v4renoc;Reno Reels (Release A, 20p Fixed, Cash+Token) (Datapak) (set 1) (MPU4 Video);1996;BWB
v4reno;v4renod;Reno Reels (Release A, 20p Fixed, Cash+Token) (Showcase) (set 1) (MPU4 Video);1996;BWB
v4reno;v4renoe;Reno Reels (Release A, 20p Fixed, Cash+Token) (set 1) (MPU4 Video);1996;BWB
v4reno;v4renof;Reno Reels (Release A, 20p Fixed, Cash+Token) (Showcase) (set 1) (Datapak) (MPU4 Video);1996;BWB
v4reno;v4renog;Reno Reels (Release A, 20p Fixed, Cash+Token) (Datapak) (set 2) (MPU4 Video);1996;BWB
v4reno;v4renoh;Reno Reels (Release A, 20p Fixed, Cash+Token) (Showcase) (set 2) (MPU4 Video);1996;BWB
v4reno;v4renoi;Reno Reels (Release A, 20p Fixed, Cash+Token) (set 2) (MPU4 Video);1996;BWB
v4reno;v4renoj;Reno Reels (Release A, 20p Fixed, Cash+Token) (Showcase) (set 2) (Datapak) (MPU4 Video);1996;BWB
v4reno;v4renok;Reno Reels (Release A, 20p Fixed, Cash+Token) (Datapak) (set 3) (MPU4 Video);1996;BWB
v4reno;v4renol;Reno Reels (Release A, 20p Fixed, Cash+Token) (set 3) (MPU4 Video);1996;BWB
v4reno;v4renom;Reno Reels (Release A, 20p Fixed, All - Cash) (Datapak) (MPU4 Video);1996;BWB
v4reno;v4renon;Reno Reels (Release A, 25p Fixed, All - Cash) (Datapak) (MPU4 Video);1996;BWB
v4reno;v4renoo;Reno Reels (Release A, 25p Fixed, All - Cash) (MPU4 Video);1996;BWB
v4reno;v4renop;Reno Reels (Release A, 20p Switchable 20p/25p, All - Cash) (Datapak) (MPU4 Video);1996;BWB
v4reno;v4renoq;Reno Reels (Release A, 20p Switchable 20p/25p, All - Cash) (MPU4 Video);1996;BWB
v4reno;v4renor;Reno Reels (Release A, 20p Switchable 20p/10p/5p, Cash+Token) (Showcase) (set 1) (MPU4 Video);1996;BWB
v4reno;v4renos;Reno Reels (Release A, 20p Switchable 20p/10p/5p, Cash+Token) (set 1) (MPU4 Video);1996;BWB
v4reno;v4renot;Reno Reels (Release A, 20p Switchable 20p/10p/5p, Cash+Token) (Showcase) (set 2) (MPU4 Video);1996;BWB
v4reno;v4renou;Reno Reels (Release A, 20p Switchable 20p/10p/5p, Cash+Token) (set 2) (MPU4 Video);1996;BWB
;v4rhmaz;Red Hot Mazooma Belle (BWB) (Version 1.4, Cash+Token, 1993 Awards, 10p Fixed) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmaza;Red Hot Mazooma Belle (BWB) (Version 1.4 DY, Cash+Token, 1993 Awards, 10p Fixed, Datapak, % Key) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazb;Red Hot Mazooma Belle (BWB) (Version 1.4 D, Cash+Token, 1993 Awards, 10p Fixed, Datapak) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazc;Red Hot Mazooma Belle (BWB) (Version 1.4, Cash+Token, 1993 Awards, 20p Fixed) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazd;Red Hot Mazooma Belle (BWB) (Version 1.4 DY, Cash+Token, 1993 Awards, 20p Fixed, Datapak, % Key) (set 1) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmaze;Red Hot Mazooma Belle (BWB) (Version 1.4 DY, Cash+Token, 1993 Awards, 20p Fixed, Datapak, % Key) (set 2) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazf;Red Hot Mazooma Belle (BWB) (Version 1.4 D, Cash+Token, 1993 Awards, 20p Fixed, Datapak) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazg;Red Hot Mazooma Belle (BWB) (Version 1.4, Cash+Token, 1993 Awards, 20p Switchable to 10p) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazh;Red Hot Mazooma Belle (BWB) (Version 1.4 DY, Cash+Token, 1993 Awards, 20p Switchable to 10p, Datapak, % Key) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazi;Red Hot Mazooma Belle (BWB) (Version 1.4 D, Cash+Token, 1993 Awards, 20p Switchable to 10p, Datapak) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazj;Red Hot Mazooma Belle (BWB) (Version 1.4 Y, Cash+Token, 1993 Awards, 20p Switchable to 10p, % Key) (MPU4 Video);199?;BWB
v4rhmaz;v4rhmazk;Red Hot Mazooma Belle (BWB) (Version 1.4 C, Cash+Token, 1993 Awards, 20p Switchable to 10p) (MPU4 Video);199?;BWB
;v4shpwnd;Shop Window (v2.0) (Release 2, 20p Fixed, Cash + Special BWB Token) (set 1) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwnda;Shop Window (v2.0) (Release 2, 10p Fixed, Cash + Special BWB Token) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndb;Shop Window (v2.0) (Release 2, 10p Fixed, Cash + Special BWB Token, Datapak, % Key) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndc;Shop Window (v2.0) (Release 2, 10p Fixed, Cash + Special BWB Token, Datapak) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndd;Shop Window (v2.0) (Release 2, 10p Fixed, Cash + Special BWB Token, % Key) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwnde;Shop Window (v2.0) (Release 2, 20p Fixed, Cash + Special BWB Token, Datapak, % Key) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndf;Shop Window (v2.0) (Release 2, 20p Fixed, Cash + Special BWB Token, Datapak) (set 1) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndg;Shop Window (v2.0) (Release 2, 20p Fixed, Cash + Special BWB Token, % Key) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndh;Shop Window (v2.0) (Release 2, 20p Fixed, Cash + Special BWB Token, Datapak) (set 2) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndi;Shop Window (v2.0) (Release 2, 20p Fixed, Cash + Special BWB Token) (set 2) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndj;Shop Window (v2.0) (Release 2, 20p Switchable to 10p, Cash + Special BWB Token) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndk;Shop Window (v2.0) (Release 2, 20p Switchable to 10p, Cash + Special BWB Token, Datapak, % Key) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndl;Shop Window (v2.0) (Release 2, 20p Switchable to 10p, Cash + Special BWB Token, Datapak) (MPU4 Video);199?;BWB
v4shpwnd;v4shpwndm;Shop Window (v2.0) (Release 2, 20p Switchable to 10p, Cash + Special BWB Token, % Key) (MPU4 Video);199?;BWB
;v4sixx;£6-X (BWB) (Release 3, 20p Fixed, Cash+Token) (set 1) (MPU4 Video);199?;BWB
v4sixx;v4sixxa;£6-X (BWB) (Release 3, 20p Fixed, Cash+Token) (set 2) (MPU4 Video);199?;BWB
v4sixx;v4sixxb;£6-X (BWB) (Release 3, 20p Fixed, Cash+Token, Datapak) (set 1) (MPU4 Video);199?;BWB
v4sixx;v4sixxc;£6-X (BWB) (Release 3, 20p Fixed, Cash+Token, % Key) (MPU4 Video);199?;BWB
v4sixx;v4sixxd;£6-X (BWB) (Release 3, 20p Fixed, Cash+Token, Datapak) (set 2) (MPU4 Video);199?;BWB
v4sixx;v4sixxe;£6-X (BWB) (Release 3, 20p Fixed, Cash+Token) (set 3) (MPU4 Video);199?;BWB
v4sixx;v4sixxf;£6-X (BWB) (Release 3, 20p Fixed, Cash+Token, Datapak, % Key) (MPU4 Video);199?;BWB
v4sixx;v4sixxg;£6-X (BWB) (Release 3, 20p Switchable to 10p, Cash+Token) (MPU4 Video);199?;BWB
v4sixx;v4sixxh;£6-X (BWB) (Release 3, 20p Switchable to 10p, Cash+Token, Datapak, % Key) (MPU4 Video);199?;BWB
v4sixx;v4sixxi;£6-X (BWB) (Release 3, 20p Switchable to 10p, Cash+Token, Datapak) (MPU4 Video);199?;BWB
v4sixx;v4sixxj;£6-X (BWB) (Release 3, 20p Switchable to 10p, Cash+Token, % Key) (MPU4 Video);199?;BWB
v4sixx;v4sixxk;£6-X (BWB) (Release 3, 20p Fixed, All - Cash) (MPU4 Video);199?;BWB
v4sixx;v4sixxl;£6-X (BWB) (Release 3, 20p Switchable to 10p, All - Cash) (MPU4 Video);199?;BWB
v4sixx;v4sixxm;£6-X (BWB) (Release 3, 20p Switchable to 10p, All - Cash, Datapak) (MPU4 Video);199?;BWB
;v4sklcsh;Skill Cash (v1.1) (MPU4 Video);1990;Barcrest
;v4skltrk;Skill Trek (v1.1) (MPU4 Video, set 1);1990;Barcrest
v4skltrk;v4skltrka;Skill Trek (v1.1) (MPU4 Video, set 2);1990;Barcrest
;v4strike;Strike it Lucky (v0.5) (MPU4 Video);199?;Barcrest
v4strike;v4strike2;Strike it Lucky (v0.53) (MPU4 Video);199?;Barcrest
v4strike;v4strike2d;Strike it Lucky (v0.53, Datapak) (MPU4 Video);199?;Barcrest
v4strike;v4striked;Strike it Lucky (v0.5, Datapak) (MPU4 Video);199?;Barcrest
;v4sunbst;Sunburst (BWB) (Version 1.4, Cash+Token, 1993 Awards, 10p Fixed) (MPU4 Video);199?;BWB
v4sunbst;v4sunbsta;Sunburst (BWB) (Version 1.4 DY, Cash+Token, 1993 Awards, 10p Fixed, % Key) (MPU4 Video);199?;BWB
v4sunbst;v4sunbstb;Sunburst (BWB) (Version 1.4 D, Cash + Token, 1993 Awards, 10p Fixed) (MPU4 Video);199?;BWB
v4sunbst;v4sunbstc;Sunburst (BWB) (Version 1.4 Y, Cash+Token, 1993 Awards, 10p Fixed) (MPU4 Video);199?;BWB
